"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YBR240C_04",408.288019464049,125.830445035319,-0.166921632789166,-0.0097898685416356,948,659,345,0,0
"YDR065W_00",127.100089298497,125.814760543968,-0.107053105228224,0.173954194747217,90,267,19,160,19
"YLR282C_07",185.738337936159,125.813508620063,-0.248364502760584,-0.723220385272429,442,537,52,936,52
"YDR350C_08",170.161907717634,125.77890955414,-0.395404862887342,-0.126316477300034,789,45,572,0,0
"YLR301W_09",593.694311891462,125.765323004504,0.0324125169682793,-0.615451240496785,483,468,105,395,105
"YDR511W_00",673.242693122616,125.718142823321,-0.000434688441584913,-0.244433092975549,335,1407,47,245,47
"YLR253W_09",174.042700281411,125.682828007644,-0.860784802535849,-0.852870555510054,1706,149,394,831,149
"YGL015C_05",174.593781292359,125.679083445209,-0.155266013320551,0.02913625344547,126,329,194,74,74
"YML068W_07",395.487063533093,125.668237846015,-0.137348837253065,-0.166005381164548,613,486,279,214,214
"YNR030W_02",580.49700997077,125.663386691666,0.194353141347515,-0.0627240279864325,222,172,320,0,0
"YER119C_02",303.350405316441,125.65584134343,-0.170651358909739,-0.0171806239401119,163,868,310,0,0
"YMR315W_08",671.539149151433,125.654032492831,-0.194360998928529,-0.16385847730362,3932,322,388,256,256
"YGR151C_03",685.598937084462,125.601271369663,0.0342102742738201,-0.330087527735406,1612,50,135,162,50
"YBR234C_05",163.238495083112,125.56298742781,-0.909458260458464,-0.700993246460541,1733,76,437,717,76
"YIL051C_09",540.712091667468,125.513315102191,-0.649906812323201,-0.448398563331433,831,1546,0,928,0
"YJL026W_07",155.265901257756,125.511182950032,-0.32275304707699,-0.16236070299962,660,108,189,142,108
"YML017W_06",262.46771839606,125.500111411924,-0.865604765824822,-0.885493611419657,1241,1108,579,535,535
"YDR398W_08",248.641029740051,125.488220181116,-0.348819811018279,-0.204523836801916,933,264,345,39,39
"YCR108C_08",1176.89749644954,125.467763009856,0.263300900600829,0.123290011521303,16,657,226,0,0
"YJR077C_01",162.736096044779,125.454458550675,0.0644696942499404,-0.543686832897913,97,175,570,124,97
"YBR105C_02",1053.51279194887,125.454083488677,0.0465654378218122,0.0156647692028228,253,1024,230,0,0
"YKL056C_06",601.73920035185,125.429697982063,-0.0226796926369888,-0.00443971270251761,986,395,434,0,0
"YIL002W-A_09",912.333409109277,125.393521103604,0.0383702078304793,0.0628127751779396,1179,269,0,173,0
"YLR370C_07",135.798015377014,125.375279746605,-0.394531687312871,-0.876538317205446,895,77,105,607,77
"YDR307W_01",305.131656931815,125.366485333703,-0.0727124423024921,-0.0594972072136336,411,647,181,0,0
"YIL124W_08",261.314740888185,125.360163804904,-0.367405618278469,-0.234707508685097,665,566,323,250,250
"YOL060C_07",166.37353489271,125.356990411272,0.0329285191429685,-0.0229969309948213,255,87,152,98,87
"YDR128W_09",195.28144283195,125.353220379011,-0.0421171893284649,-0.0637965298811955,106,287,192,258,106
"YMR218C_06",328.283577990696,125.309954159957,-0.0681880212678875,0.0244649168258863,384,468,1,196,1
"YKR097W_05",1836.95787026828,125.296072103124,-0.0156375713719218,0.0120060878389226,673,2677,40,219,40
"YLR463C_00",1329.72776839658,125.282136749723,-0.0623407018325769,-0.114050761746422,450,2757,413,0,0
"YHR182W_00",132.849065923317,125.254576911832,-0.128616782879319,-0.0223603879487182,80,386,0,303,0
"YDL172C_08",226.029348840883,125.244457377998,-0.251234444945756,-0.563059517549027,198,835,308,283,198
"YJR015W_04",159.453798244783,125.237636311256,-0.0245269348138507,0.213192025363226,21,287,78,0,0
"YPR152C_09",190.014731175336,125.235861363611,-0.267469317983069,-0.0389704639131707,161,328,28,369,28
"YNL068C_07",157.064153963617,125.233136223212,0.0278891091565075,-0.0475156447440059,139,186,263,0,0
"YPL239W_02",140.690080626191,125.218700042872,-0.193798236054063,-0.534876571684583,278,282,691,71,71
"YJR042W_02",129.825702026991,125.201663767023,-0.0734833095279504,-0.24246574487533,185,193,321,175,175
"YDR262W_05",1175.78767978486,125.191345914462,0.0450197938369308,-0.0409336804358225,270,1173,138,122,122
"YKR001C_01",133.567266232364,125.182528468771,-0.50471978600511,-0.229284949986793,101,632,595,80,80
"YMR283C_02",2269.24505182732,125.155142098806,-0.0852915166811084,-0.19607675670735,3842,2926,245,158,158
"YPR070W_03",237.164993558509,125.138709150289,-0.339531850686441,-0.798204553137843,876,247,672,267,247
"YKL141W_02",982.223968558229,125.106151452334,0.0882877518447338,0.00722291962123818,840,352,207,162,162
"YBR032W_07",166.207552835995,125.094978534592,0.0839020131218215,0.0178191259614622,175,0,119,123,0
"YLR447C_01",322.512252345963,125.091513825327,0.01793792209322,-0.0335058882868585,146,439,175,159,146
"YLR319C_03",493.006010901274,125.077621434866,0.0363263508500697,-0.0734621730328722,467,394,218,98,98
"YJL202C_04",132.039064000518,125.061584946506,-0.0423953030855543,0.250842917294862,47,114,15,69,15
"YPL073C_09",325.82920058959,125.06032311495,0.00995327136995111,0.0404153915870782,229,280,0,287,0
"YBL086C_00",822.487443524585,125.045905477741,-0.314523679778018,-0.472792662213128,1,2991,516,86,1
"YHR043C_06",733.051110382322,125.039858151933,0.031159564909955,0.0110021757708092,1295,231,76,151,76
"YDR138W_00",229.229961062026,125.009509725343,-0.152400669119043,0.125766963674495,87,311,119,0,0
"YKR042W_04",250.220301463149,124.947379208302,-0.0483400265916457,-0.00460127879009013,229,268,282,0,0
"YNL005C_00",324.356952978452,124.936349367692,-0.0349455906428722,0.0798956210773664,0,553,165,47,0
"YPL264C_00",340.564908633205,124.920927144391,-0.211842449381637,-0.407571953039585,470,839,30,116,30
"YOR155C_04",165.105998137519,124.873465856885,0.0693754293256592,0.0109437859657184,95,133,175,84,84
"YLR358C_00",415.984268794466,124.867815105748,-0.00624558680861812,0.160069385603208,205,417,539,0,0
"YDR121W_09",226.24051398388,124.854507391632,-0.301676669342013,-0.307610293293861,1111,34,279,418,34
"YDL230W_08",193.368750021616,124.848752898356,-0.0727098872107553,0.0261610981553765,431,166,311,0,0
"YKL159C_01",348.033210351764,124.806087537501,-0.0119475340421111,-0.0390432102466013,268,410,1,176,1
"YBR173C_09",177.103586601651,124.804018035818,-0.411947810235248,-0.567813436215306,259,871,720,345,259
"YGR225W_04",199.610154963299,124.781488560626,-0.283041261997458,-0.0182429969899437,593,77,1,195,1
"YOL110W_01",321.854105250869,124.779876429545,-0.0580931519190964,-0.186511782358716,840,129,269,228,129
"YOR032W-A_04",473.096285127777,124.767148902622,0.125870240576794,-0.193483683971289,66,558,14,474,14
"YHR112C_05",295.097971451905,124.753301677894,-0.0799200457898464,-0.0899572939443542,160,789,424,100,100
"YBR059C_05",421.725972170473,124.723493355402,0.0541317162946629,0.166006253532414,196,623,223,0,0
"YOL088C_03",138.070817176795,124.721343189749,0.0221926371819555,-0.166715007929555,323,0,160,332,0
"YOR049C_00",189.046648213784,124.703475707348,-0.179016437651173,-0.0364936313838812,457,0,10,312,0
"YER063W_01",395.11161528967,124.652457212457,0.158812505436496,0.108763759550581,2,601,30,106,2
"YHR013C_04",319.858511596251,124.638931118446,-0.203736656087648,0.0124339399127984,76,660,113,143,76
"YDL163W_03",178.473229100172,124.577732481715,-0.0863109545628684,-0.0398926324210461,295,270,222,131,131
"YNL228W_07",166.891399397007,124.526008629391,-0.0362890336412342,0.0968057107919386,318,39,65,0,0
"YDL213C_02",224.233013516614,124.516900671455,0.0241848029455695,0.0940225611182115,138,291,93,33,33
"YNL021W_09",586.179106261873,124.496526805684,-0.157330002723253,0.14796730561878,33,1298,224,5,5
"YGR120C_07",198.193644212532,124.481462263679,0.0432393285914683,0.0154093659990423,54,264,373,0,0
"YBL108W_03_DEGEN",192.759027282068,124.478362498946,-0.0534382298190564,-0.337465172867437,279,487,71,424,71
"YGL028C_06",1417.36158351087,124.466069311233,0.115583857345657,-0.0327480080096467,170,1653,277,47,47
"YPL207W_06",1125.81331867024,124.452336016913,0.00419111113027108,-0.100274383772992,288,2881,0,477,0
"YOL012C_06",609.767713185475,124.435251796731,0.123338000099746,-0.13363707393689,100,559,93,549,93
"YLR276C_05",249.856086869977,124.400333287318,0.131198642185009,-0.133616070671922,384,0,24,383,0
"YEL009C_05",154.257399461952,124.383363279712,-0.0719882092876457,-0.134291245468128,161,229,159,317,159
"YPL210C_05",168.410093514434,124.381025780588,0.00624755665794875,0.0647798881462845,367,0,82,48,0
"YLR068W_07",197.701631645913,124.371802772252,-0.712269834698025,-0.336946222549684,632,428,506,123,123
"YKR004C_02",1373.77090937271,124.366956170921,0.14190995561797,-0.218077908591947,933,411,127,165,127
"YDR459C_00",192.843931704476,124.347150548806,0.0175638195808003,-0.0152236535922943,121,315,269,37,37
"YOR113W_01",156.011271732618,124.319888764665,0.0654511268000953,-0.0658600787094941,142,121,318,0,0
"YDR139C_05",207.566129056213,124.301877060429,-0.427896446090415,-0.427910064992635,909,175,505,48,48
"YDR339C_04",135.668981539794,124.300981514749,-0.00319662058894739,0.0242165801309842,129,149,67,172,67
"YHR096C_01",125.278762754339,124.24708203344,-0.477933078789687,-0.099241245090354,34,639,255,226,34
"YLR015W_03",279.856538324471,124.245039884247,-0.24752862097905,-0.423902325737516,1141,163,361,194,163
"YPL230W_06",318.472638918272,124.241520866482,0.0220486207926241,0.158737502909852,455,88,200,0,0
"YFR014C_08",184.913345270245,124.230416400161,0.21088125744188,0.337357973856926,1,412,167,0,0
"YBR039W_03",204.135805378863,124.219793050948,-0.241471112654148,-0.0367030233185919,547,403,85,216,85
"YCR003W_02",146.837549396462,124.21260724597,-0.142727583570344,0.12356990614441,493,38,270,0,0
"YER067W_07",230.174779366189,124.190759429273,0.0145640686426649,-0.149922272900485,45,304,97,330,45
"YBR170C_07",136.389563701442,124.144306077919,-0.919452483692265,-0.492283604962568,807,578,243,1020,243
"YKR035W-A_01",300.544232265763,124.135425559345,-0.147017753820665,-0.238795038172933,1238,77,195,529,77
"YOR070C_01",385.392588120848,124.116932284631,0.0981908099431504,0.0423278330148341,677,0,92,81,0
"YER102W_03",208.476595108382,124.110966470985,-0.434683068714526,-0.244551638657414,102,1051,118,347,102
"YDR439W_01",318.489242597039,124.110951176585,0.0274048676065645,-0.0922994929204044,101,772,156,203,101
"YGL230C_02",240.427647802925,124.098697552688,-0.046271147226396,0.0611227094970533,64,483,68,140,64
"YIL073C_03",137.285711605449,124.090792551641,-0.178779158872282,0.100996642698271,11,130,187,0,0
"YGL222C_09",177.12156253738,124.052752128107,-0.213441024981217,-0.030628333343026,817,32,134,143,32
"YGL079W_03",297.475273037876,124.038238142012,0.0921232156173605,0.00777460375464354,379,0,80,84,0
"YNL138W_08",269.643714706378,124.033226002012,-0.055825175604011,-0.284151210041161,316,129,439,47,47
"YDR031W_03",570.16230315935,124.027777328236,0.132128944804793,-0.102487639668699,113,204,2,321,2
"YDR405W_08",154.238835323628,124.017623291039,-0.504394328225837,-0.727877775169825,546,322,14,778,14
"YOL001W_09",982.383341343143,124.015760992844,-0.11204162943358,-0.0739512804082833,163,1333,184,95,95
"YJL100W_01",184.578489582358,124.010120478591,0.094890557568334,-0.0453278501946259,290,0,139,150,0
"YPL120W_01",377.435615658442,124.003367801757,-0.0930179627899307,-0.193337055430743,1058,0,171,331,0
"YJL088W_08",244.007315279879,124.00096858102,0.0373983928695751,-0.140347095850233,0,496,0,493,0
"YDL224C_07",131.824942082041,123.982971699079,0.0319409086207689,-0.169021042848419,70,144,415,177,70
"YHL045W_05",709.406697270432,123.969801806838,0.0434487793399255,0.0278406456310512,775,264,257,0,0
"YIL124W_09",310.72018900243,123.960961927199,-0.482415176104422,-0.451744299607517,1195,326,64,655,64
"YCL001W-B_03",144.245485219438,123.958423054225,-0.212849513471434,0.0144831239124799,245,395,18,317,18
"YGR204C-A_09",264.644692627819,123.953380943342,-0.20587700951964,-0.250162552010963,787,345,407,161,161
"YDR378C_07",567.089504870742,123.91530152942,0.0143283300972119,0.00812486307346974,19,1106,209,28,19
"YJL092W_08",737.359698015835,123.897630531495,0.0474854676595034,-0.0289921965625272,221,1125,14,161,14
"YBL012C_09",214.706506566088,123.87686986656,-0.0390443070282773,0.0141673903109201,340,95,1,215,1
"YIL117C_03",789.788648687392,123.871610064758,0.0949217847937785,-0.0188868086127489,247,848,209,94,94
"YOR237W_08",125.612811257078,123.837419833076,-0.129677416691369,-0.469911418119817,46,398,449,196,46
"YDL215C_01",805.76763712409,123.806871749181,0.03268495787833,-0.0218782889429688,640,744,134,230,134
"YNL172W_05",158.994945549179,123.80263692529,-0.0339965911466275,-0.100222476190626,81,228,284,0,0
"YML071C_06",143.67108016527,123.776910223882,0.0190574364771685,-0.139884228413051,210,54,138,344,54
"YJL164C_04",782.659194750107,123.757903475879,-0.0800715116892139,-0.213903870869115,1714,455,6,321,6
"YGL029W_03",211.305289720864,123.737740634062,-0.286659075549847,-0.0869618706515937,18,307,101,209,18
"YPR074W-A_06",350.945482724126,123.698476332692,-0.0820884854644198,-0.0680820842733378,613,536,316,70,70
"YPL227C_05",597.492294498802,123.69653627853,0.0269806964940032,-0.312743138539586,272,709,91,650,91
"YJR109C_04",210.768566905964,123.677056081055,-0.0705013528098784,-0.465322636902852,305,426,166,246,166
"YPR143W_03",187.486371444129,123.632394399472,-0.699652441399085,-0.894611901337515,291,1170,69,1001,69
"YOL117W_00",124.669172759104,123.619721547734,0.00269970629672733,0.0162019173671132,142,87,278,0,0
"YLL006W-A_07",199.263293557041,123.599851591475,0.0222631854455925,-0.39912006038041,174,219,18,397,18
"YPL089C_04",444.159577936251,123.53649771148,-0.154016527905679,-0.100224269701613,437,711,563,39,39
"YOL013C_00",2158.81953436823,123.526708437042,0.0717494651156724,0.0568154928091303,2895,301,1,473,1
"YGL082W_00",143.666121677258,123.493105865819,0.00123786030258715,-0.495133774108196,641,0,255,628,0
"YKR012C_06",145.744659061717,123.490181942218,-0.474852817187538,-0.121797655440147,514,43,287,135,43
"YMR201C_00",131.475730953922,123.483449402009,-0.126472120027708,-0.203288320324259,208,168,57,296,57
"YNR041C_09",308.27657261218,123.460149596819,0.280849248765531,-0.0286919082701977,390,0,421,0,0
"YDR300C_03",1019.40743339274,123.44530538417,-0.0675492936053324,-0.234856898314965,707,1772,367,144,144
"YLR116W_09",136.274058255546,123.430011709585,-0.176365498431814,-0.153243654937728,214,260,408,152,152
"YJR044C_06",310.754759599479,123.429503757437,0.0213093490332944,-0.293433729293843,354,218,50,327,50
"YNR075W_09",601.373313289174,123.426956485266,-0.0231689006178759,-0.23208542834072,611,856,96,229,96
"YBR288C_09",704.822670133553,123.412788180329,0.0856637273906235,-0.0716717567529432,502,660,62,261,62
"YCL034W_03",134.849508362096,123.400525220276,-0.201043228219057,-0.414525737679492,423,31,363,63,31
"YFL026W_04",405.161888232555,123.367649417528,-0.148459879067712,-0.36492255122229,37,436,20,509,20
"YKL196C_05",350.05456344894,123.356896656572,0.0716630956449928,-0.209284045264982,459,120,334,308,120
"YGR048W_02",384.734272295273,123.330392868534,0.0396529975488759,-0.283358764951352,313,299,380,69,69
"YGL254W_03",217.879082864616,123.330377425195,-0.0476874782369612,-0.531618345720524,479,250,52,209,52
"YBR076W_00",379.912048814664,123.328785871285,-0.000508022916139072,-0.261919596757088,567,171,271,132,132
"YHR076W_02",1625.1081925738,123.302248217795,0.0409498530053634,-0.274936571118947,1786,642,346,23,23
"YDR425W_02",142.828228078644,123.298979484722,0.105687797366629,-0.0133286262836964,179,40,0,209,0
"YKL039W_01",160.290168325228,123.276736283141,-0.0824553670954813,-0.113820977368354,178,324,17,292,17
"YLR152C_05",149.111644547816,123.261538592165,-0.0396052524743627,0.0537630775095024,571,0,51,128,0
"YAR035C-A_00",160.421706562789,123.256283928151,0.0684674332133712,-0.0850398674964052,109,150,136,74,74
"YLR164W_03",123.994524080485,123.249859957015,-0.164217419528843,-0.0422579138158817,252,168,90,220,90
"YOR365C_01",867.513370635129,123.248133613528,0.0506439415747867,0.021395841564892,819,560,163,47,47
"YPR012W_04",224.735901635987,123.244382397132,-0.00266281345858076,-0.304967721469412,82,294,180,214,82
"YML017W_01",636.875275426079,123.228428307494,0.0112919116349447,-0.348888549541928,534,771,19,372,19
"YGR142W_02",424.976404861392,123.215592376322,-0.0698639596881517,-0.0212869818910775,805,144,197,170,144
"YAL046C_01",188.534702625332,123.190387785127,-0.072610439041701,-0.290422893913217,51,364,443,61,51
"YER175C_03",198.762779297225,123.157152172549,0.0720023781417216,-0.28295719664421,579,0,261,30,0
"YOR133W_00",340.531578854078,123.149399279502,-0.0760383393233811,-0.0120559712429725,290,625,154,159,154
"YCR026C_07",131.958661306378,123.139732963291,-0.198943719343508,-0.0658847141779165,197,19,341,109,19
"YNL150W_03",301.404158275377,123.132445148568,-0.0311782288896293,0.0621681578615126,520,243,134,41,41
"YOL161C_08",499.36894237938,123.123912766264,0.108223857802051,-0.0817229212032111,132,529,100,264,100
"YGR268C_03",1094.1703021073,123.116187121048,0.0632995674279991,-0.392292166919344,905,841,21,390,21
"YER142C_06",203.15340330189,123.09466972887,-0.21574677250263,-0.572189647529225,708,276,0,645,0
"YOR029W_08",423.241462494265,123.08927489468,0.0230432439893767,0.0715263310925485,237,550,124,61,61
"YOR393W_06",642.07150282379,123.066622876171,-0.322636827889502,-0.171485933706753,1993,215,2,389,2
"YEL069C_04",309.019430573975,123.050441318713,0.0285729942267589,0.0370211821883522,296,254,216,0,0
"YIL116W_01",343.243724265833,123.046182011933,-0.127967518121778,-0.135375022947032,116,1341,2,293,2
"YGR273C_04",411.799257076066,123.045976090353,0.0979525269265522,-0.0130272043227236,247,226,314,0,0
"YJL191W_04",254.310569865138,122.991406791022,-0.21539732095682,-0.420526863185303,770,508,247,322,247
"YOR285W_04",659.556739181068,122.974354827148,-0.101094399106748,-0.0250002806311899,933,913,45,285,45
"YCR085W_06",562.085792824069,122.973333877172,-0.250816582620231,-0.441530171990831,744,1704,201,589,201
"YNL218W_03",171.268541716848,122.94402852455,-0.397061110368966,-0.14521361679824,83,689,95,314,83
"YML072C_03",430.962802757395,122.937402769012,0.0412035636813316,-0.186788384411312,1009,115,304,0,0
"YHR128W_01",408.709128667773,122.934974973664,0.181829348773951,-0.0293598596288028,68,328,132,76,68
"YOL025W_00",150.945531790359,122.933120099822,-0.284639797136283,-0.182492611006579,629,117,372,249,117
"YOR114W_02",154.740795279495,122.919200230169,-0.129046396214021,0.00547756972658376,280,114,116,136,114
"YNL136W_07",230.478701038973,122.914834072926,0.0196776726816705,0.216329003627016,586,0,68,0,0
"YOR108C-A_06",849.328285202582,122.903403317457,0.0531499786795616,-0.0427102150570529,240,919,289,47,47
"YML111W_06",422.510525171053,122.876967061793,0.119326341116892,-0.0393707986521022,413,0,451,0,0
"YGL233W_03",257.938207201815,122.868229788327,-0.254047846318601,-0.0694273490134855,190,921,363,35,35
"YGL202W_05",916.279719779925,122.845133671947,-0.0870212853237776,0.0426358952782933,1635,1412,0,300,0
"YOR350C_04",336.211147116582,122.838542344321,-0.124140346410793,0.0734165088863539,0,1362,328,0,0
"YEL005C_05",399.273801547096,122.820334409569,0.139928858552038,-0.275623141085451,3,818,381,44,3
"YDR159W_06",293.681343496537,122.800812022447,-0.0926471668367065,-0.126404184711058,414,654,251,257,251
"YNL302C_01",190.540618716557,122.765586806338,-0.206285719981847,-0.378242434340192,523,534,258,427,258
"YNL033W_03",281.863200272179,122.72810356021,-0.0917590568969513,-0.00459799902656264,143,433,298,0,0
"YHR159W_07",1349.28398469571,122.679161972131,0.0506588073267781,-0.109198577905825,154,2211,255,229,154
"YMR294W-A_08",145.692272008839,122.659762650642,-0.227318041409248,-0.512905961581459,265,493,61,387,61
"YNL317W_06",179.692761641996,122.627703090245,-0.769982912994476,-0.936434970972311,793,858,1110,116,116
"YPL188W_03",271.776282090292,122.620432271822,-0.20188629132764,-0.175805945124288,118,786,132,298,118
"YHR125W_08",267.098036407599,122.605126528026,0.00247541560708143,-0.0264972830074486,119,197,153,149,119
"YBL087C_04",229.269218283954,122.601826487982,-0.107431148362098,-0.120340219057825,435,326,239,324,239
"YBR012C_09_DEGEN",322.439594758555,122.589121476659,-0.0239903390561648,-0.0801624688321405,477,248,197,334,197
"YDR340W_04",181.434736456908,122.574857082066,-0.139501526926396,-0.286029557699094,337,245,0,323,0
"YNL121C_06",661.631248455597,122.562786117304,-0.199222658785849,0.00362225098510915,111,1568,309,0,0
"YDL040C_07",639.55484326236,122.561265958545,-0.0110787475750841,-0.37735444555103,651,842,126,365,126
"YMR060C_07",174.823578318802,122.553961950551,-0.926863465472758,-0.842346511737095,899,747,331,863,331
"YIR009W_07",252.032830199153,122.544507530599,-0.253817797985941,-0.212042650074433,804,4,214,308,4
"YBR027C_01",157.175433607906,122.537700923789,-0.234382210641757,-0.950784973971039,730,113,164,588,113
"YLR381W_00",707.716031703043,122.536932943734,0.190060942445049,0.0519750051874871,500,48,76,120,48
"YNL174W_03",596.000776965256,122.531385780813,-0.0551134669977179,0.10376023535252,625,1191,188,15,15
"YKL116C_04",200.523748786444,122.517688931063,-0.138639934180015,-0.152265767880549,342,401,53,372,53
"YFR048W_01",1161.11156724655,122.496683397813,0.137876098629203,0.0718569959341945,1350,139,18,225,18
"YOR154W_04",1425.19875431391,122.492835742669,0.0869656981024903,0.0133225057978542,1712,0,146,68,0
"YFL028C_02",150.42481106278,122.483462877986,-0.00421596810815431,-0.113820074887943,0,469,100,216,0
"YPL201C_09",876.47139455752,122.427503875756,-0.0212194016357298,0.250728645933624,451,1611,234,3,3
"YDR416W_06",224.553562197516,122.419012560615,-0.445436035364584,-0.859575599680429,565,464,156,824,156
"YKL166C_00",597.207308196045,122.401809262511,0.0114475506929804,0.0949193717962944,311,716,168,0,0
"YGR039W_00",286.421210435403,122.39852244473,-0.201894657048647,-0.0364387544831605,545,679,675,0,0
"YGL080W_06",288.41943330574,122.395592354694,-0.837572488665384,-0.602493287850766,1845,596,944,39,39
"YPL238C_01",156.61617793022,122.386454911718,-0.0244020947562088,-0.562868598138543,833,0,486,92,0
"YGR221C_05",199.531230475138,122.368547128819,-0.196876172892632,-0.152205721557821,40,355,182,187,40
"YDR521W_02",392.803352647027,122.350441221567,-0.108208932733089,-0.396912800544167,33,1330,298,272,33
"YHR138C_08",135.348060076403,122.330435488471,-0.243246277723062,-0.144387395062064,285,171,238,269,171
"YPR146C_06",481.237834066753,122.303323523909,0.059484683290815,0.0522817742201104,21,581,222,0,0
"YNL179C_03",516.164362510327,122.291452153607,-0.00159650655303207,0.0333015150064723,808,219,130,103,103
"YBR114W_07",528.198569761479,122.273512347517,0.0947442746343877,0.00403925278736268,828,163,259,0,0
"YMR013C_05",381.003643991594,122.253566365795,-0.0281194054085688,-0.0220138964135007,112,810,119,229,112
"YAR018C_02",225.442389087244,122.252831511242,-0.0350698094762203,-0.400960121676221,10,290,271,202,10
"YNR075W_06",150.931090222731,122.241943310385,-0.0820562212999331,-0.380064580499298,634,0,392,40,0
"YHR047C_03",285.137099313813,122.241852028071,-0.0845003577966424,-0.233558426647224,1030,0,373,102,0
"YHR187W_01",229.922165608502,122.234429612934,-0.141718612355272,-0.0558506479110675,384,330,133,135,133
"YOR139C_07",415.816373646821,122.230776935515,-0.284895594509154,0.0210123642639393,16,587,0,225,0
"YFL015C_07",140.088797280946,122.228947009211,0.0234949125852612,-0.171154662678681,52,235,261,45,45
"YDR338C_06",1516.93402285063,122.200711538749,0.0801926259780842,-0.00900695530535034,2415,262,160,97,97
"YGR139W_09",1169.86904333676,122.192874820506,-0.0242306279951527,-0.186539867227647,765,1442,495,45,45
"YLR074C_03",201.507618340887,122.129520461407,-0.564411515995589,-0.173782920519034,204,899,615,0,0
"YMR269W_05",566.411176113299,122.12644490418,0.0497230851868712,-0.00271171434196392,612,167,200,68,68
"YBL053W_03",177.78600889164,122.126009141785,-0.0799788684853719,-0.0629553480374596,670,0,172,257,0
"YPR022C_01",342.737778474909,122.125290556615,-0.0463582285989806,-0.128603170569686,549,447,400,93,93
"YLR427W_00",374.24075684361,121.979442594053,-0.198988372655813,-0.445353258980052,9,1119,44,154,9
"YDR152W_03",972.380190038591,121.975144538999,-0.0500598917701982,-0.0240389338879408,1753,1396,469,0,0
"YOR271C_03",442.535103548861,121.957891446307,0.0300322300963983,-0.168998958501048,710,144,544,0,0
"YLR299W_07",144.249532132548,121.9508772737,-0.06874563346189,-0.0377551830356388,124,312,0,276,0
"YCR068W_03",237.080791231425,121.944203627784,0.05628896094366,0.341365326493764,211,166,0,156,0
"YBL091C-A_02",149.695953797134,121.940075081485,-0.132138033511459,0.160473368217519,338,249,131,0,0
"YHR010W_05",129.585084203852,121.935057347868,-0.192315647542947,-0.368741111116016,0,610,572,24,0
"YOR266W_08",411.611178612712,121.932733291528,-0.18120738781477,-0.456060617369788,454,1064,72,443,72
"YOR115C_00",130.498217233022,121.913139475528,-0.463504777581797,0.0627662319538516,630,110,108,97,97
"YKL167C_07",1012.24589352098,121.888873391454,-0.159513946741699,-0.0196691635777774,6,1668,16,290,6
"YDR370C_01",563.163769693262,121.878672669509,0.162729924849527,-0.164167724952272,217,217,77,485,77
"YOR051C_04",259.096382460197,121.847299974013,-0.0471667225063866,-0.0362648605799125,285,76,12,292,12
"YDL186W_08",145.96701683214,121.844270887848,-0.0299968940574729,-0.0269200311753065,23,487,329,0,0
"YPR157W_09",348.079557269787,121.81270627699,0.0124290018941193,-0.283801764900267,199,579,33,352,33
"YCR063W_09",165.725591512078,121.792802875137,-0.174898869838464,-0.0808929921582977,168,400,210,137,137
"YPR049C_09",592.750591297345,121.781660718389,-0.0204213707689881,-0.237993728162889,1113,149,358,0,0
"YOR094W_05",145.749092814038,121.734534102309,-0.22836026250251,-0.238804966033887,84,419,44,623,44
"YGR154C_09",230.568784833674,121.685733571055,-0.17679785407781,-0.0212205390170494,661,155,431,0,0
"YGR286C_05",2092.73703450198,121.682273849678,-0.0865565486633864,-0.162966652063628,5044,563,73,174,73
"YJR084W_04",141.740641107875,121.649942891506,0.00995659496399649,0.0300152284167515,300,57,17,230,17
"YLR256W_09",379.68740557369,121.546982135031,0.0347624692045506,-0.0446887077528632,200,648,80,235,80
"YDR502C_00",295.74243172183,121.544228950205,0.0201554396125366,-0.46939899734673,174,410,50,264,50
"YKR088C_07",250.400391728936,121.524202587146,-0.109620937202939,-0.0828544921951931,305,512,214,190,190
"YNL310C_07",234.026585382514,121.495867536301,-0.119048999355307,0.105106165618762,202,493,207,0,0
"YKR055W_06",259.229886989325,121.48868088134,-0.0324817366989386,-0.11079514742845,279,210,196,252,196
"YPR161C_06",266.012853696384,121.474648478747,-0.126962949123475,-0.0589728791539708,410,577,125,207,125
"YLR286C_00",126.141904390804,121.446172323196,0.0621186565162597,0.0534727344656354,83,123,5,444,5
"YOR012W_05",337.434627720729,121.407047114279,0.0799488544624314,-0.252325954121715,46,575,39,311,39
"YMR191W_04",129.473879518819,121.382561844064,-0.0474975732583741,-0.161090174689079,245,148,262,81,81
"YLR199C_07",188.849522210361,121.374942271094,-0.510122783274877,-0.0355883444416321,379,156,201,103,103
"YGR240C_05",140.671856376708,121.362558454418,-0.0532598964056761,-0.0940926589103995,437,0,0,484,0
"YLR360W_07",131.788662036948,121.331207081054,-0.202973645768853,-0.325565593142,288,161,253,28,28
"YDR387C_02",301.901019995443,121.314900660253,-0.0334699451352382,-0.073652984677012,484,76,0,466,0
"YHR110W_06",168.561594037387,121.310167308083,-0.129247768154674,-0.464304745570343,287,336,377,51,51
"YJL044C_01",127.333058309018,121.279815497339,-0.0555079301603424,-0.0678164658682052,218,87,195,220,87
"YGR162W_07",338.535515932654,121.271860164338,-0.0173852621382102,-0.068307327493272,614,202,215,145,145
