"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YKL112W_02",1553.560862374,1166.33056386337,-0.0259650421006006,0.0723199433996122,2838,757,1211,472,472
"YKL066W_01",1651.5443620332,1166.22304832896,0.0743945211300573,-0.0742244498397322,1223,1797,84,1518,84
"YDL059C_04",1524.16070409443,1165.67284669272,0.133844411391639,0.0303208341165748,1080,315,1289,1142,315
"YLL015W_09",1182.02137649811,1157.79750548894,0.0726853091904687,0.0558061535942256,1073,690,266,1323,266
"YBR302C_06_DEGEN",1198.38949497748,1152.1471290631,0.0116942134094857,0.128686024666362,1320,1245,728,578,578
"YML049C_07",1852.09207075397,1150.5910447542,-0.0240522340167763,0.122596964863902,262,3075,808,407,262
"YLR156W_07_DEGEN",2735.23001388767,1150.49620226657,0.051831658029248,-0.0155995855528196,233,3360,505,1216,233
"YFR018C_00",1626.82023444174,1147.9343236443,0.0685743199775821,0.160763881821789,1565,960,1443,81,81
"YDR244W_04",1335.95293984176,1147.68218874559,-0.0226931901266281,0.0795389755786377,200,2564,972,886,200
"YPR095C_03",1206.23571118102,1146.53482988636,0.138432012382745,0.176107132385923,711,597,1155,44,44
"YML058W_03",1766.30014687373,1142.26230291163,0.0219771314046309,0.0486487495465179,236,2051,1297,490,236
"YBL005W-A_09_DEGEN",4083.54987752493,1141.31054428781,0.153846912264857,0.118443095608851,2131,1627,1177,2,2
"YKL139W_05",1283.42687007723,1136.68837369751,0.145957772687764,-0.167384093090473,465,638,296,1364,296
"YPR018W_00",4769.42859824728,1128.17816299823,0.101841656434225,0.111573195323491,3745,570,440,1162,440
"YOR241W_01",2427.07254160611,1127.66286488251,0.101345880373182,0.0970647063811609,2125,957,436,1244,436
"YAL059C-A_06",1433.50007181665,1126.19096125148,0.04321602859945,0.0126091556986165,1215,1099,274,1240,274
"YDR508C_08",1236.17987659763,1123.64167784551,-0.0609868595829941,-0.0286494207899441,2421,1332,2512,208,208
"YBR091C_04",2412.04883771234,1123.63323010204,-0.0505550804716824,0.0878287376871103,2384,381,882,371,371
"YFR012W-A_07",1619.62438471906,1121.18652194571,0.10489689047077,0.0646912526973029,793,1420,296,1804,296
"YOR187W_03",2935.90029917133,1120.64942024352,0.121065280324242,0.0883393436572926,1331,1970,1053,533,533
"YGL087C_02",1214.89204364283,1119.23272196242,0.0971867117000504,-0.0383506376089374,106,1655,1452,379,106
"YLR052W_06",1263.011696063,1112.85051524327,0.0861115208766535,0.36617042187777,1650,387,0,2225,0
"YKR027W_03",1841.29166500354,1111.84642828057,-0.193531738686899,0.175801039031323,2565,44,818,199,44
"YBR299W_05_DEGEN",1859.74403947192,1109.73593199286,0.116376402553198,0.106574753286733,1136,1152,1312,184,184
"YFL041W_00",9662.64891317405,1105.5973879833,0.330483031577099,0.0282177119855443,5893,1,494,1460,1
"YJL066C_02",3124.19972231822,1103.1201654291,0.21024871578063,0.211676236699849,1870,498,603,183,183
"YNL237W_03",1761.18412370268,1102.39844988387,-0.0528104617916546,-0.0112172523531207,454,3222,3,1538,3
"YGL035C_03",1648.84062967285,1101.65800411558,0.0783195844603615,0.021853931623327,1959,679,818,1295,679
"YIL115C_08",1440.0011513693,1098.80165213616,0.0189301207327815,-0.0316774698330429,1484,1129,515,2190,515
"YGR232W_03",1362.36669425374,1098.31424317918,0.04933438620554,0.0012085179537886,442,1839,1506,987,442
"YLR444C_06",1862.78290432189,1096.94447513178,0.113933052917057,0.149203890239953,1565,577,65,939,65
"YOR291W_06",1378.91614035838,1094.60741479291,0.0156786939086274,0.0506733619229042,1249,1513,1186,274,274
"YPR076W_01",3282.96020643842,1094.2427572106,0.160389620431332,0.122656805127244,635,2620,963,360,360
"YMR225C_02",1204.88383839851,1092.6349123984,0.0959336405445855,0.0277955879404987,152,1478,599,1437,152
"YNR052C_04",1220.95107080522,1091.75024531972,0.0744077700659835,0.014397486716577,1002,1000,39,1741,39
"YDR335W_02",3942.14487419142,1091.4094275428,0.177653424111839,0.102679507878115,998,1828,150,1360,150
"YBL083C_05",1374.08305516423,1089.16742041291,0.0874737674756109,0.0250985278938125,536,1472,761,1065,536
"YBL011W_02",1804.5032155778,1088.95873063648,0.0562752630129504,0.0450080471723733,1495,1340,1936,239,239
"YMR001C-A_00",1701.64778997859,1085.27668793754,0.143627938591697,0.0982231824442714,1806,71,496,907,71
"YHR047C_09",2144.18526892477,1078.90170393057,0.0836575077328568,0.0858270792930208,1616,1312,473,947,473
"YGL207W_05",1476.64357094813,1078.75617046914,-0.00175936983665756,-0.0303843202336277,1900,1543,990,1915,990
"YHR033W_00",1344.35426712731,1078.04092232496,0.0719436318230376,0.101530437761001,954,866,386,859,386
"YLR102C_08",1085.31116933375,1077.83810970248,0.0268983302066006,-0.0555403459565953,957,1284,1849,905,905
"YJL022W_02",1278.33979984168,1077.57129531392,0.0257222134071854,-0.0316506962152896,304,1802,203,1859,203
"YGR133W_06",1081.61303420035,1076.995560499,-0.000433685044418385,0.00904412028293923,501,2033,942,1275,501
"YLR020C_09",1374.7855473845,1076.44047875097,-0.026018456142518,0.0789574379363372,770,1897,1482,42,42
"YOR322C_08",3894.42574567579,1076.29918461803,-0.0316243592566831,0.0444937211201269,663,5239,1420,333,333
"YER060W-A_03",1513.64370656274,1073.79057733124,-0.241899466202221,0.0332107806571642,3340,201,936,0,0
"YGR234W_08",1511.1837333252,1070.55436377407,0.126039833729023,0.00957782884049219,1523,240,522,1203,240
"YDR545W_00_DEGEN",3237.60824130929,1070.10242566093,0.0255674935113635,0.206810841865923,1269,2915,1290,0,0
"YGR204W_02",1507.70612670105,1068.071250408,0.0772143683905418,0.0195073694383932,316,1657,1568,580,316
"YDR514C_00",1429.29239514491,1066.07718618193,0.00243357438916182,0.0664865721852216,215,2481,1303,342,215
"YHR071W_08",1200.6546418817,1065.195629352,0.0367329337752756,0.22136331993342,440,1692,60,611,60
"YPL122C_06",2200.48958140903,1063.99405594389,0.0670920846477055,-0.0102047778971139,1341,2607,235,1518,235
"YBR131C-A_01",1115.75257342064,1063.73415099039,-0.011678955305825,-0.0675473653026889,1573,105,118,2013,105
"YGL236C_05",1072.84843548776,1063.39219004811,0.0800003267849144,0.00298262769965,1321,196,1183,1441,196
"YGR132C_05",1100.55304787415,1062.40793732406,0.0373414757183642,0.0199859870291385,280,1836,2175,95,95
"YBL109W_06_DEGEN",7364.83201633358,1061.042865517,0.119424962843296,0.106729594022241,903,6290,154,768,154
"YBL111C_03_DEGEN",1503.4929302159,1060.40208246499,0.0864323043011935,-0.0348658190360718,315,1372,1356,1413,315
"YKL206C_04",1642.52929216735,1059.89024563562,0.169418313307495,0.0398573496507447,2203,1,662,1082,1
"YOR199W_07",1066.52778026893,1058.4516827587,0.123044981537483,0.128829702811065,1313,96,1319,0,0
"YPL216W_05",1729.11916389592,1057.22428526076,0.146056159059745,0.0218108224227171,598,1126,463,1212,463
"YLR450W_03",2149.5430439309,1055.52098667529,0.077772397029714,-0.0336386069689221,1866,354,631,1721,354
"YPL208W_02",1106.58114557373,1053.82810398276,0.0292564307066282,0.0427632781571746,1345,412,428,1220,412
"YKL049C_03",1160.59673549098,1052.93407050183,0.0399446249010467,0.0969205265870327,1002,1145,1964,210,210
"YBR223C_09",1110.13597804515,1050.56557589309,0.0342818528334989,0.0885228619830646,838,743,1077,323,323
"YHL048W_04_DEGEN",1085.36732308852,1050.4894502923,0.00576231293955066,-0.249163855563132,646,1668,50,1213,50
"YJL195C_05",2518.97836392137,1045.6953134026,0.0637539641236804,0.0747018551410384,2098,467,1166,418,418
"YDR524C-A_06",2143.54724970392,1045.14564996299,0.0934373119387613,0.0297047321325291,2214,895,905,1055,895
"YGL176C_09",3114.89188211743,1043.98976730858,0.0610684043872208,0.046867762274363,3898,729,1015,537,537
"YNL148C_06",1086.606050803,1043.29657213098,0.000513498332765358,0.130295548363593,440,1555,1071,147,147
"YBL100W-B_08_DEGEN",2107.61608984515,1042.97352879458,0.0605296956926662,0.0067570384973986,483,2239,771,1312,483
"YDR021W_07",1054.08157817907,1041.87153586255,0.0807056682851757,-0.0624935621941121,668,917,136,2254,136
"YFL052W_01",1090.42602626712,1040.26176221655,0.0197609605899722,-0.194910908035831,673,1456,2150,22,22
"YIL176C_07_DEGEN",1489.35872342096,1031.9276417062,-0.010598227013241,-0.0282680728992778,1244,2500,193,2025,193
"YMR091C_00",1255.73842655154,1030.68759443336,-0.00145963928268743,-0.0855607875572968,1627,749,1045,1799,749
"YBR003W_02",4597.70731448823,1028.56978684186,0.0486249433880082,-0.0623386733781508,5244,2921,1732,742,742
"YDR214W_05",1458.3360061663,1026.81914188096,0.154785705930988,0.0712992204122523,875,662,866,218,218
"YBR288C_05",3930.95277474713,1024.68634665853,0.232160559100984,0.291373622194338,2411,409,213,183,183
"YPR037C_01",1073.92499136266,1024.63979647563,0.0194176108032828,-0.00065626639879832,1833,406,1459,693,406
"YHR014W_09",1331.673245642,1022.45712072342,0.077835450290136,0.018383659507648,1097,951,948,973,948
"YGL119W_00",1088.40596813597,1020.01871696412,-0.0918565218704082,0.0282674379541842,5,1262,997,1015,5
"YBL056W_02",1139.67638462408,1019.72993577953,0.190113694888242,0.157690806605368,123,1066,288,716,123
"YDR350C_00",1920.88074097531,1015.45187449499,0.0268735506749891,-0.0938959021729242,286,2109,1677,905,286
"YBR229C_00",1021.81468619357,1013.36366410313,0.0444393442617387,0.0481327358197394,61,1543,1387,675,61
"YIL127C_02",1355.28940285744,1012.62852692272,-0.0626828143430314,-0.0359310102541033,2814,764,2244,90,90
"YDL037C_05",1990.49969332446,1012.22308373133,0.0306207024558643,0.154435935195587,681,2529,494,319,319
"YCR038W-A_02",3676.49499994546,1011.42406491423,0.125430165576768,0.0726945441542437,6005,34,31,1878,31
"YBL113W-A_09_DEGEN",1020.77620643535,1009.03284902083,-0.0156074337709705,0.0875359606200709,1649,903,857,312,312
"YPL164C_03",1046.55005985601,1008.78852505438,0.0854579582536596,0.113077005355651,1199,170,793,550,170
"YGR034W_08",2363.96439666164,1008.24512585812,0.0279187517219816,0.0823221189208453,3039,1414,993,188,188
"YBR005W_05",1129.59289530144,1007.48206332268,0.238930881444545,0.168794595650499,246,323,693,511,246
"YDR262W_04",1099.5927667318,1001.7912369418,0.084682375785737,0.0392566933146862,2204,0,1362,382,0
"YLR219W_00",2163.8808050371,1000.97263996373,0.0988570864667037,0.0549582842012993,1154,1970,582,1107,582
"YNL189W_04",1047.63627387952,1000.82976223946,0.104491769815629,0.0805238404497538,252,627,1674,0,0
"YPL268W_07",1152.57300173777,1000.22222074688,-0.0359664031912592,0.0554157828974575,2144,1185,107,1426,107
"YIR040C_06",1805.51114708229,999.258849068061,0.0956114629081333,0.00179708182351427,2101,72,894,1237,72
"YGR036C_09",1376.28239622881,998.918840525262,0.124683716402279,-0.149546039431124,1138,526,7,1110,7
"YGR235C_01",1021.74204853043,995.350986082396,-0.329968580764171,0.109456827632855,57,918,148,1223,57
"YPL136W_08",1257.04996409648,994.554205904976,0.0561644660444608,-0.0864052658878187,842,1278,1611,394,394
"YGR205W_01",9381.35226142966,994.384490405359,0.128192031513755,0.0279330230892542,306,11261,933,875,306
"YIL093C_03",1125.74342087283,991.435650960943,0.162421074010246,0.0938100439393332,263,834,616,803,263
"YJL154C_01",1052.57527695805,987.990055205134,0.0711224971836013,0.0996848517044616,956,724,994,401,401
"YMR173W_01",1225.6149660612,987.746665558212,0.0841712464992774,0.0972064896616915,908,479,977,110,110
"YHR159W_06",1090.58994459315,987.308059114313,0.154016539084266,0.188956850886894,360,772,61,603,61
"YGR266W_03",1426.80052830213,986.896429066821,0.0444204206635941,-0.112347313235978,519,2031,910,192,192
"YPL118W_05",1003.84695384856,986.856140115851,0.0589587512248762,0.0249911915078493,372,965,73,1509,73
"YPR045C_08",2023.28080559656,986.190321050567,0.0962637323146142,0.0715034465704801,29,2263,918,608,29
"YLR310C_07",1057.68588792944,985.257284807445,0.107139113077199,0.0265871918030664,1224,177,355,1041,177
"YLR058C_07",1254.81616464171,984.266659751041,0.0572623680686753,0.0608498884669006,1220,808,1194,187,187
"YLR090W_03",1153.9381072511,980.773768337834,0.0453164429462944,-0.0112685057871844,161,2194,1433,271,161
"Q0250_00",1109.12008088985,978.486662444826,0.121002218893166,-0.365092724065671,2870,0,139,3005,0
"YAR010C_09_DEGEN",1711.89669140522,977.37989829234,0.0768554948875077,0.126585171280816,337,1691,734,320,320
"YBR250W_02",1174.38584167169,976.379944310036,-0.121543679574743,0.0152999827888652,494,3200,2,1678,2
"YML035C_02",1549.73397534426,974.675000678881,0.094255546309379,0.183250872459082,802,1515,259,815,259
"YOR285W_06",1183.82535567551,971.881499475664,-0.0181121674646971,0.0774887252922757,2940,468,1171,142,142
"YJR154W_08",1589.46686684265,971.20610951372,0.00917079320917202,-0.0141215594107394,2235,469,1101,888,469
"YOL141W_08",1010.99489721358,969.629951885378,0.118570375447359,0.140735690783837,438,731,12,979,12
"YHR093W_06",1282.94682119919,964.905341641051,0.00694411484055402,0.0997975315771356,798,1671,889,267,267
"YCL030C_09",1373.01605231951,963.860643854799,0.123054199003487,0.143259315077217,122,1010,211,790,122
"YIL025C_03",1322.04835261351,962.042790717761,-0.204098447641913,-0.00727386691328706,255,3549,1772,262,255
"YIL163C_06",2951.2547044129,961.293560791643,0.139314462359952,0.140894652951882,295,1237,461,602,295
"YDR088C_04",998.643556793381,960.859336655567,0.13371255687665,0.110731164115066,318,905,294,1008,294
"YDL182W_00",1334.14064376184,960.828239855778,-0.0542575530307135,0.0361671340841546,1250,1849,534,1243,534
"YIL176C_06_DEGEN",2139.98139326884,957.303667349674,0.135637425235843,0.0612669237895007,729,1502,1844,0,0
"YEL046C_03",1190.44027594678,954.623214840212,0.0537840989745521,0.0396079867639134,1601,86,1402,217,86
"YEL043W_03",3041.39739751313,954.561445807956,0.0354227110229085,-0.122183539775216,2042,2952,113,2274,113
"YGL036W_03",1225.51313376128,952.724264265901,0.00652950763239422,-0.00151783328148273,383,2002,124,1554,124
"YPR008W_04",1905.11245414112,950.127795634749,0.0352610566394969,0.137015718001317,1374,1044,845,229,229
"YBL113W-A_05_DEGEN",2370.37233186239,947.521649022528,0.0320956560423414,0.105720132890205,3536,994,141,900,141
"YFR047C_06",2062.76083975854,946.233553717902,-0.228752878202588,0.081209127984765,74,2664,991,510,74
"YKL125W_04",1877.72374570931,944.489423515085,-0.0398727758788204,-0.037775978079689,3337,1587,887,1279,887
"YLR333C_00",1142.94910914866,944.309478707931,0.0601689192948034,0.133581809346442,345,1450,300,793,300
"YKL147C_06",1089.53735649956,944.034550020166,0.146467818955921,-0.0683262064472491,1300,50,449,1925,50
"YER012W_01",1420.91271359439,943.400802557012,0.1204440063579,-0.44891867822519,966,768,75,943,75
"YDR100W_08",1209.88370159744,941.993702285509,0.0944965381601026,0.163620816670084,160,1044,504,428,160
"YKR015C_04",1169.57932747224,939.628159687106,0.125674293626321,0.185079820264361,1056,346,1231,35,35
"YDR305C_07",1045.79207402677,939.308012340985,0.128038194553338,0.0394300696274206,470,723,692,1120,470
"YJR055W_02",1054.20758517359,939.08276154874,0.0307669506084027,-0.127944654613447,22,2506,70,1274,22
"YIL085C_03",1118.07048751707,937.277452823854,-0.00721005070142599,-0.0550530640210732,2048,523,829,1832,523
"YGR052W_07",1408.56630486277,935.957924155873,0.0923785618017587,-0.0142228096112851,1202,731,918,1454,731
"YKL068W-A_04",1257.33684111393,933.483852280604,0.0511585282208554,0.0756137074157894,1044,1142,534,708,534
"YOR069W_05",1032.5371268395,932.32660624735,-0.0836751632637402,0.094246958081014,1481,599,39,1659,39
"YCR047C_03",4049.06804685489,930.202024071174,-0.125114401689825,-0.187069808261271,312,9716,1712,2687,312
"YMR172W_05",4375.89574245471,929.306691411412,0.229496540184174,0.103345879364744,1645,914,90,815,90
"YOR145C_05",2148.59184910132,929.05593113249,0.0438969933957519,0.0116311329088006,1527,2036,526,1733,526
"YPL108W_01",1547.29394980665,927.565838369178,0.0389162120133828,0.00784269331111685,1035,1371,97,1303,97
"YBL047C_09",1904.99284256975,927.344458692325,-0.126008510021953,0.175020518404159,1824,44,800,0,0
"YER014C-A_02",955.892115597415,927.022500684956,0.0557286518606622,0.0681655718054752,588,818,1308,302,302
"YGR071C_04",9591.0380121008,925.957455941109,0.154634251859856,0.118534268810896,1314,7421,35,1237,35
"YPR008W_08",1299.60674874906,925.832038475341,0.0438437521865238,-0.0396734394010705,379,1837,1093,1274,379
"YHR085W_01",1091.35462330432,925.339924721887,0.106597314931718,0.0783628912752182,45,1867,1047,260,45
"YGR029W_00",1084.52972113002,922.954818464681,-0.0268963749705714,-0.0360885768906018,794,1507,1505,881,794
"YGR081C_02",1420.37889100693,922.95180804608,-0.0328952938357968,-0.0593702778578632,2788,823,3,2080,3
"YDR237W_07",1067.6868196942,922.880098014673,0.00185695901090125,-0.0372687038417649,150,1370,970,724,150
"YNL068C_09",1234.29374045503,917.791482804517,0.0257158457889803,0.158974170041519,1284,1101,596,328,328
"YOL026C_00",1168.90369562437,917.269203203353,0.0891127490465634,0.0329542486882985,1398,0,781,75,0
"YOR039W_00",2010.1250420528,916.289757715822,0.249426116054941,0.141686940813274,2657,0,117,632,0
"YOR161C-C_09",989.327732613241,915.188020821145,0.198627848988829,0.0594688408508213,1389,0,384,1336,0
"YNL310C_00",1531.2445117679,914.011635008444,0.264693680808909,0.183657909743466,314,468,300,467,300
"YLR163W-A_07",1113.10289260286,913.910729414446,0.104709482373586,0.0546629611255593,738,673,803,706,673
"YCL020W_03_DEGEN",1344.11684224999,912.855893189595,0.0284841564494479,0.155377504091689,1695,0,181,500,0
"YLR062C_09",3984.13492746895,911.725683759273,0.0888289296434384,-0.192040848554838,3027,2373,9,1072,9
"YBL099W_04",1455.88352549467,911.596788938797,0.027354526947743,-0.0021634497525797,1106,1667,1359,663,663
"YHL050W-A_02_DEGEN",1015.54916258598,911.520726939158,-0.0102132381702545,0.0657002891392399,92,1123,813,512,92
"YDR469W_09",938.426759136515,909.499082111637,0.054085909427809,0.0443396668496887,1160,582,879,673,582
"YOR063W_01",1104.17811259275,907.8186502598,0.0541983288082858,0.106469956416843,177,1347,654,246,177
"YNR001C_00",3788.99179439847,905.031323372097,0.0504889734594688,-0.0181986158937179,4246,2207,1927,393,393
"YNL001W_02",1547.0544293036,905.025571633659,0.0462096683495792,0.0796476213829973,223,1801,112,1553,112
"YDR010C_08",948.404824927756,904.829169832265,0.0414487777132602,0.228873558440055,838,947,1076,0,0
"YOL049W_03",2438.6330875389,904.655695778971,0.216495266172997,0.334082893390483,810,857,599,1,1
"YMR145C_05",1250.16723348321,903.240809165264,0.015009859222464,0.0818331921010306,1743,526,1227,288,288
